Gene,Max Cell Type
SLC26A7,
SLC26A8,Human Neurons
SLC26A9,
SLC27A1,Human mature astrocytes
SLC27A2,Human Neurons
SLC27A3,
SLC27A4,
SLC27A5,
SLC27A6,
SLC28A1,
SLC28A2,
SLC28A3,Human Neurons
SLC29A1,
SLC29A2,
SLC29A3,Human Microglia/Macrophage
SLC29A4,Human mature astrocytes
SLC2A1,Human Endothelial
SLC2A10,Human mature astrocytes
SLC2A11,
SLC2A12,Human mature astrocytes
SLC2A13,Human Neurons
SLC2A14,Human Endothelial
SLC2A2,
SLC2A3,
SLC2A4,Human mature astrocytes
SLC2A4RG,Human Endothelial
SLC2A5,Human Microglia/Macrophage
SLC2A6,
SLC2A7,
SLC2A8,
SLC2A9,Human Microglia/Macrophage
SLC30A1,
SLC30A10,Human mature astrocytes
SLC30A2,
SLC30A3,Human Neurons
SLC30A4,
SLC30A5,
SLC30A6,
SLC30A7,
SLC30A8,
SLC30A9,Human Neurons
SLC31A1,
SLC31A2,Human Oligodendrocytes
SLC32A1,Human Neurons
SLC33A1,
SLC34A1,
SLC34A2,Human Neurons
SLC34A3,
SLC35A1,Human Neurons
SLC35A2,
SLC35A3,Human Neurons
SLC35A4,
SLC35A5,
SLC35B1,Human Neurons
SLC35B2,
SLC35B3,Human Oligodendrocytes
SLC35B4,Human Neurons
SLC35C1,
SLC35C2,Human mature astrocytes
SLC35D1,
SLC35D2,Human Oligodendrocytes
SLC35D3,
SLC35E1,
SLC35E2,
SLC35E2B,
SLC35E3,
SLC35E4,
SLC35F1,Human Neurons
SLC35F2,Human Neurons
SLC35F3,Human Neurons
SLC35F4,Human Neurons
SLC35F5,Human mature astrocytes
SLC35G1,
SLC35G3,
SLC35G5,
SLC35G6,
SLC36A1,
SLC36A2,
SLC36A3,
SLC36A4,
SLC37A1,Human Neurons
SLC37A2,Human Microglia/Macrophage
SLC37A3,Human Neurons
SLC37A4,
SLC38A1,Human Neurons
SLC38A10,
SLC38A11,Human Endothelial
SLC38A2,
SLC38A3,Human Endothelial
SLC38A4,
SLC38A5,Human Endothelial
SLC38A6,Human Neurons
SLC38A7,
SLC38A8,Human Neurons
SLC38A9,
SLC39A1,Human Microglia/Macrophage
SLC39A10,Human Endothelial
SLC39A11,Human mature astrocytes
SLC39A12,Human mature astrocytes
SLC39A13,
SLC39A14,Human Neurons
SLC39A2,
SLC39A3,
SLC39A4,
SLC39A5,
SLC39A6,
SLC39A7,
SLC39A7,
SLC39A7,
SLC39A7,
SLC39A7,
SLC39A7,
SLC39A8,Human Endothelial
SLC39A9,
SLC3A1,
SLC3A2,Human mature astrocytes
SLC40A1,
SLC41A1,Human mature astrocytes
SLC41A2,Human Neurons
SLC41A3,
SLC43A1,
SLC43A2,
SLC43A3,Human Microglia/Macrophage
SLC44A1,Human Oligodendrocytes
SLC44A2,Human mature astrocytes
SLC44A3,Human mature astrocytes
SLC44A4,
SLC44A4,
SLC44A4,
SLC44A4,
SLC44A4,
SLC44A4,
SLC44A4,
SLC44A5,Human Neurons
SLC45A1,Human mature astrocytes
SLC45A2,
SLC45A3,Human Oligodendrocytes
SLC45A4,
SLC46A1,Human mature astrocytes
SLC46A2,
SLC46A3,
SLC47A1,Human Neurons
SLC47A2,
SLC48A1,
SLC4A1,
SLC4A10,Human Neurons
SLC4A11,Human mature astrocytes
SLC4A1AP,Human Neurons
SLC4A2,
SLC4A3,
SLC4A4,Human mature astrocytes
SLC4A5,Human Microglia/Macrophage
SLC4A7,Human Microglia/Macrophage
SLC4A8,Human Neurons
SLC4A9,
SLC50A1,Human Microglia/Macrophage
SLC5A1,
SLC5A10,
SLC5A11,Human Oligodendrocytes
SLC5A12,
SLC5A2,
SLC5A3,Human Neurons
SLC5A4,
SLC5A5,
SLC5A6,Human Endothelial
SLC5A7,
SLC5A8,Human Neurons
SLC5A9,
SLC6A1,
SLC6A10P,
SLC6A11,Human mature astrocytes
SLC6A12,Human Endothelial
SLC6A13,Human Endothelial
SLC6A14,
SLC6A15,Human Neurons
SLC6A16,
SLC6A17,Human Neurons
SLC6A18,
SLC6A19,
SLC6A2,Human Neurons
SLC6A20,
SLC6A3,
SLC6A4,
SLC6A5,
SLC6A6,Human Endothelial
SLC6A7,
SLC6A8,
SLC6A9,
SLC7A1,Human Endothelial
SLC7A10,Human mature astrocytes
SLC7A11,Human mature astrocytes
SLC7A13,
SLC7A14,Human Neurons
SLC7A2,Human mature astrocytes
SLC7A3,Human Neurons
SLC7A4,
SLC7A5,Human Endothelial
SLC7A5P1,
SLC7A5P2,
SLC7A6,
SLC7A6OS,Human mature astrocytes
SLC7A7,Human Microglia/Macrophage
SLC7A8,
SLC7A9,
SLC8A1,
SLC8A2,Human Neurons
SLC8A3,Human Neurons
SLC9A1,Human Endothelial
SLC9A10,
SLC9A11,
SLC9A2,
SLC9A3,
SLC9A3R1,Human mature astrocytes
SLC9A3R2,Human Endothelial
SLC9A4,
SLC9A5,Human Microglia/Macrophage
SLC9A6,Human Neurons
SLC9A7,Human Neurons
SLC9A7P1,Human Microglia/Macrophage
SLC9A8,Human mature astrocytes
SLC9A9,Human Microglia/Macrophage
SLC9B1,Human mature astrocytes
SLC9B2,Human Neurons
SLCO1A2,Human Oligodendrocytes
SLCO1B1,
SLCO1B3,
SLCO1B7,
SLCO1C1,Human mature astrocytes
SLCO2A1,Human Endothelial
SLCO2B1,Human Microglia/Macrophage
SLCO3A1,Human Oligodendrocytes
SLCO4A1,Human Endothelial
SLCO4C1,
SLCO5A1,Human Neurons
SLCO6A1,
SLED1,Human Microglia/Macrophage
SLFN11,
SLFN12,
SLFN12L,Human Endothelial
SLFN13,Human Endothelial
SLFN14,
SLFN5,Human Endothelial
SLFNL1,
SLIRP,Human Neurons
SLIT1,Human Neurons
SLIT2,Human Neurons
SLIT2-IT1,
SLIT3,Human Endothelial
SLITRK1,
SLITRK2,Human mature astrocytes
SLITRK3,Human Neurons
SLITRK4,Human Neurons
SLITRK5,Human Neurons
SLITRK6,
SLK,
SLMAP,
SLMO1,
SLMO2,
SLMO2-ATP5E,Human mature astrocytes
SLN,Human Neurons
SLPI,
SLTM,
SLU7,
SLURP1,
SLX1A,
SLX1A,Human Microglia/Macrophage
SLX1B,
SLX1B-SULT1A4,
SLX1B-SULT1A4,
SLX4,
SMA4,Human Oligodendrocytes
SMA5,
SMAD1,Human mature astrocytes
SMAD2,
SMAD3,Human Microglia/Macrophage
SMAD4,
SMAD5,
SMAD5-AS1,Human Microglia/Macrophage
SMAD6,
SMAD7,Human Microglia/Macrophage
SMAD9,
SMAGP,
SMAP1,Human Neurons
SMAP2,Human Microglia/Macrophage
SMARCA1,
SMARCA2,Human Neurons
SMARCA4,Human mature astrocytes
SMARCA5,
SMARCAD1,
SMARCAL1,
SMARCB1,
SMARCC1,Human Oligodendrocytes
SMARCC2,
SMARCD1,Human Neurons
SMARCD2,
SMARCD3,
SMARCE1,
SMC1A,
SMC1B,
SMC2,
SMC3,
SMC4,Human Microglia/Macrophage
SMC5,Human Microglia/Macrophage
SMC6,
SMCHD1,
SMCP,
SMCR5,
SMCR7,
SMCR7L,Human mature astrocytes
SMCR8,Human Microglia/Macrophage
SMCR9,
SMEK1,Human Microglia/Macrophage
SMEK2,
SMEK3P,
SMG1,
SMG5,Human mature astrocytes
SMG6,Human mature astrocytes
SMG7,
SMG8,
SMG9,Human mature astrocytes
SMN1,Human Neurons
SMN1,Human Neurons
SMN2,
SMN2,
SMNDC1,
SMO,Human mature astrocytes
SMOC1,Human Oligodendrocytes
SMOC2,Human Endothelial
SMOX,Human mature astrocytes
SMPD1,Human mature astrocytes
SMPD2,Human Microglia/Macrophage
SMPD3,Human Neurons
SMPD4,
SMPDL3A,Human Neurons
SMPDL3B,
SMPX,
SMR3A,
SMR3B,
SMS,
SMTN,Human Endothelial
SMTNL1,
SMTNL2,Human Endothelial
SMU1,
SMUG1,
SMURF1,
SMURF2,
SMYD1,Human Neurons
SMYD2,
SMYD3,Human Neurons
SMYD4,
SMYD5,
SNAI1,Human Endothelial
SNAI2,Human Neurons
SNAI3,
SNAP23,Human Microglia/Macrophage
SNAP25,Human Neurons
SNAP29,Human mature astrocytes
SNAP47,
SNAP91,Human Neurons
SNAPC1,Human Microglia/Macrophage
SNAPC2,
SNAPC3,Human mature astrocytes
SNAPC4,Human mature astrocytes
SNAPC5,Human Endothelial
SNAPIN,
SNAR-A1,
SNAR-A11,
SNAR-A12,
SNAR-A13,
SNAR-A14,
SNAR-A14,
SNAR-A2,
SNAR-A3,
SNAR-A3,
SNAR-A6,
SNAR-A6,
SNAR-A7,
SNAR-A7,
SNAR-A8,
SNAR-B2,
SNAR-B2,
SNAR-C2,
SNAR-C2,
SNAR-C3,
SNAR-C4,
SNAR-C5,
SNAR-D,
SNAR-E,
SNAR-F,
SNAR-G1,
SNAR-G2,
SNAR-H,
SNAR-I,
SNCA,Human Neurons
SNCAIP,
SNCB,Human Neurons
SNCG,Human mature astrocytes
SND1,
SND1-IT1,
SNED1,Human Endothelial
SNF8,
SNHG1,
SNHG10,Human Neurons
SNHG11,
SNHG12,Human Microglia/Macrophage
SNHG15,
SNHG3,
SNHG4,
SNHG5,
SNHG6,Human Oligodendrocytes
SNHG7,Human Neurons
SNHG8,
SNHG9,
SNIP1,Human Microglia/Macrophage
SNN,Human mature astrocytes
SNPH,Human mature astrocytes
SNRK,Human Neurons
SNRNP200,Human mature astrocytes
SNRNP25,
SNRNP27,Human Neurons
SNRNP35,
SNRNP40,
SNRNP48,
SNRNP70,Human mature astrocytes
SNRPA,
SNRPA1,
SNRPB,Human Microglia/Macrophage
SNRPB2,Human Neurons
SNRPC,
SNRPD1,
SNRPD2,Human Neurons
SNRPD2P2,
SNRPD3,
SNRPE,
SNRPF,Human Neurons
SNRPG,
SNRPN,Human Neurons
SNTA1,Human mature astrocytes
SNTB1,Human mature astrocytes
SNTB2,
SNTG1,Human Neurons
SNTG2,
SNTN,
SNUPN,
SNURF,
SNW1,
SNX1,Human Oligodendrocytes
SNX10,Human Neurons
SNX11,Human Microglia/Macrophage
SNX12,
SNX13,
SNX14,
SNX15,
SNX16,Human Neurons
SNX17,
SNX18,Human Microglia/Macrophage
SNX19,
SNX2,Human Microglia/Macrophage
SNX20,Human Microglia/Macrophage
SNX21,Human mature astrocytes
SNX22,Human Oligodendrocytes
SNX24,Human Neurons
SNX25,Human Neurons
SNX27,
SNX29,Human Microglia/Macrophage
SNX29P1,
SNX29P2,
SNX3,
SNX30,
SNX31,
SNX32,
SNX33,Human mature astrocytes
SNX4,
SNX5,
SNX6,Human Oligodendrocytes
SNX7,
SNX8,
SNX9,Human Microglia/Macrophage
SOAT1,Human Microglia/Macrophage
SOAT2,
SOBP,Human Neurons
SOCS1,
SOCS2,Human Endothelial
SOCS3,Human Endothelial
SOCS4,
SOCS5,Human Neurons
SOCS6,Human Microglia/Macrophage
SOCS7,Human Neurons
SOD1,Human Neurons
SOD2,Human Microglia/Macrophage
SOD3,Human mature astrocytes
SOHLH1,
SOHLH2,Human Neurons
SOLH,
SON,Human Microglia/Macrophage
SORBS1,Human mature astrocytes
SORBS2,
SORBS3,Human Endothelial
SORCS1,Human Neurons
SORCS2,Human mature astrocytes
SORCS3,Human Neurons
SORD,
SORL1,Human Microglia/Macrophage
SORT1,Human Oligodendrocytes
SOS1,
SOS2,
SOST,
SOSTDC1,Human Neurons
SOWAHA,
SOWAHB,
SOWAHC,
SOWAHD,Human Microglia/Macrophage
SOX1,Human Neurons
SOX10,Human Oligodendrocytes
SOX11,Human Neurons
SOX12,
SOX13,
SOX14,
SOX15,Human Neurons
SOX17,Human Endothelial
SOX18,Human Endothelial
SOX2,Human mature astrocytes
SOX2-OT,Human Oligodendrocytes
SOX21,Human mature astrocytes
SOX3,Human Oligodendrocytes
SOX30,
SOX4,
SOX5,Human mature astrocytes
SOX6,
SOX7,Human Endothelial
SOX8,Human Oligodendrocytes
SOX9,Human mature astrocytes
SP1,
SP100,Human Microglia/Macrophage
SP110,
SP140,Human Microglia/Macrophage
SP140L,Human Microglia/Macrophage
SP2,
SP3,Human Microglia/Macrophage
SP4,
SP5,Human mature astrocytes
SP6,
SP7,
SP8,Human Neurons
SP9,
SPA17,Human Endothelial
SPACA1,
SPACA3,
SPACA4,
SPACA5,
SPACA5,
SPACA5B,
SPACA5B,
SPACA7,
SPAG1,
SPAG11A,
SPAG11B,
SPAG11B,
SPAG16,
SPAG17,Human Neurons
SPAG4,
SPAG5,
SPAG5-AS1,
SPAG6,Human Microglia/Macrophage
SPAG7,
SPAG8,Human Oligodendrocytes
SPAG9,
SPAM1,
SPANXA1,Human Neurons
SPANXA1,Human Neurons
SPANXA2,
SPANXA2,
SPANXA2-OT1,Human Neurons
SPANXB2,
SPANXB2,
SPANXC,
SPANXD,
SPANXE,
SPANXN1,
SPANXN2,
SPANXN3,
SPANXN4,
SPANXN5,
SPARC,Human Endothelial
SPARCL1,Human mature astrocytes
SPAST,
SPATA12,
SPATA13,Human Microglia/Macrophage
SPATA16,
SPATA17,Human Neurons
SPATA18,Human Neurons
SPATA19,
SPATA2,
SPATA20,Human mature astrocytes
SPATA21,
SPATA22,Human Endothelial
SPATA24,
SPATA25,
SPATA2L,
SPATA3,
SPATA4,Human Neurons
SPATA5,
SPATA5L1,
SPATA6,
SPATA7,Human Oligodendrocytes
SPATA8,
SPATA9,Human Oligodendrocytes
SPATC1,
SPATS1,Human Neurons
SPATS2,Human Neurons
SPATS2L,
SPC24,
SPC25,Human Neurons
SPCS1,Human Neurons
SPCS2,
SPCS3,
SPDEF,
SPDYA,
SPDYC,
SPDYE1,Human mature astrocytes
SPDYE2,
SPDYE2,
SPDYE3,Human mature astrocytes
SPDYE4,
SPDYE5,
SPDYE6,
SPDYE7P,
SPDYE8P,Human mature astrocytes
SPDYE8P,Human mature astrocytes
SPDYE8P,Human mature astrocytes
SPECC1,Human Oligodendrocytes
SPECC1L,
SPEF1,
SPEF2,
SPEG,Human mature astrocytes
SPEM1,
SPEN,
SPERT,
SPESP1,Human Endothelial
SPG11,
SPG20,
SPG20OS,
SPG21,
SPG7,Human mature astrocytes
SPHAR,Human Neurons
SPHK1,Human Microglia/Macrophage
SPHK2,
SPHKAP,Human Neurons
SPIB,Human Microglia/Macrophage
SPIC,
SPICE1,Human mature astrocytes
SPIN1,Human Neurons
SPIN2A,Human Neurons
SPIN2B,Human Neurons
SPIN3,Human Neurons
SPIN4,
SPINK1,
SPINK13,
SPINK14,
SPINK4,
SPINK5,
SPINK6,Human Neurons
SPINK7,
SPINK8,Human Endothelial
SPINK9,
SPINLW1,
SPINLW1-WFDC6,
SPINT1,Human Microglia/Macrophage
SPINT2,Human Neurons
SPINT3,
SPINT4,Human mature astrocytes
SPIRE1,
SPIRE2,Human Neurons
SPN,Human Microglia/Macrophage
SPNS1,
SPNS2,
SPNS3,
SPO11,
SPOCD1,
SPOCK1,Human Neurons
SPOCK2,Human Endothelial
SPOCK3,
SPON1,Human mature astrocytes
SPON2,
SPOP,
SPOPL,
SPP2,
SPPL2A,
SPPL2B,Human mature astrocytes
SPPL2C,
SPPL2C,
SPPL3,
SPR,
SPRED1,Human Microglia/Macrophage
SPRED2,Human mature astrocytes
SPRED3,Human Neurons
SPRN,
SPRNP1,Human Neurons
SPRR1A,
SPRR1B,
SPRR2A,
SPRR2B,
SPRR2C,
SPRR2D,
SPRR2E,
SPRR2F,
SPRR2G,
SPRR3,
SPRR4,
SPRY1,Human Microglia/Macrophage
SPRY2,Human Microglia/Macrophage
SPRY3,
SPRY3,
SPRY4,Human Oligodendrocytes
SPRYD3,
SPRYD4,
SPRYD5,
SPRYD7,Human Neurons
SPSB1,Human Oligodendrocytes
SPSB2,
SPSB3,
SPSB4,Human Oligodendrocytes
SPTA1,
SPTAN1,
SPTB,
SPTBN1,
SPTBN2,Human Neurons
SPTBN4,Human Neurons
SPTBN5,
SPTLC1,
SPTLC2,Human Microglia/Macrophage
SPTLC3,Human Microglia/Macrophage
SPTSSA,
SPTSSB,Human Neurons
SPTY2D1,
SPZ1,
SQLE,
SQRDL,Human Microglia/Macrophage
SQSTM1,
SRA1,Human Microglia/Macrophage
SRBD1,
SRC,
SRCAP,
SRCIN1,
SRCRB4D,
SRD5A1,Human Neurons
SRD5A1P1,
SRD5A2,
SRD5A3,
SREBF1,Human mature astrocytes
SREBF2,Human mature astrocytes
SREK1,
SREK1IP1,
SRF,
SRFBP1,
SRG7,
SRGAP1,
SRGAP2,Human Microglia/Macrophage
SRGAP2P2,Human Microglia/Macrophage
SRGAP3,
SRGN,Human Microglia/Macrophage
SRI,Human mature astrocytes
SRL,
SRM,
SRMS,
SRP14,
SRP19,
SRP54,
SRP68,
SRP72,Human Neurons
SRP9,
SRPK1,Human Neurons
SRPK2,
SRPK3,
SRPR,
SRPRB,Human Neurons
SRPX,Human mature astrocytes
SRPX2,Human mature astrocytes
SRR,Human mature astrocytes
SRRD,Human Neurons
SRRM1,
SRRM2,Human Microglia/Macrophage
SRRM3,Human Neurons
SRRM4,Human Neurons
SRRM5,
SRRT,
SRSF1,
SRSF10,
SRSF10,
SRSF11,
SRSF12,Human Neurons
SRSF2,Human Microglia/Macrophage
SRSF3,
SRSF4,
SRSF5,Human Microglia/Macrophage
SRSF6,
SRSF7,
SRSF8,
SRSF9,
SRXN1,Human Neurons
SRY,Human Oligodendrocytes
SS18,
SS18L1,Human Neurons
SS18L2,Human Neurons
SSB,Human Neurons
SSBP1,
SSBP2,Human Neurons
SSBP3,Human Neurons
SSBP4,Human Neurons
SSC5D,Human mature astrocytes
SSFA2,
SSH1,Human Microglia/Macrophage
SSH2,Human Microglia/Macrophage
SSH3,
SSNA1,Human Endothelial
SSPN,Human mature astrocytes
SSPO,
SSR1,
SSR2,
SSR3,
SSR4,
SSR4P1,
SSRP1,
SSSCA1,
SST,Human Neurons
SSTR1,
SSTR2,Human Neurons
SSTR3,
SSTR4,
SSTR5,
SSU72,Human Neurons
SSX1,
SSX2,
SSX2,
SSX2IP,Human Neurons
SSX3,
SSX4,
SSX4,
SSX4B,
SSX4B,
SSX5,
SSX6,
SSX7,
SSX8,
ST13,
ST13P4,
ST14,
ST18,Human Oligodendrocytes
ST20,
ST20-MTHFS,Human Neurons
ST3GAL1,Human Microglia/Macrophage
ST3GAL2,
ST3GAL3,
ST3GAL4,
ST3GAL5,
ST3GAL6,
ST5,Human mature astrocytes
ST6GAL1,Human Microglia/Macrophage
ST6GAL2,
ST6GALNAC1,Human Endothelial
ST6GALNAC2,
ST6GALNAC3,Human Microglia/Macrophage
ST6GALNAC4,
ST6GALNAC5,Human Neurons
ST6GALNAC6,Human mature astrocytes
ST7,
ST7-AS1,Human Oligodendrocytes
ST7-AS2,
ST7-OT3,
ST7-OT4,Human mature astrocytes
ST7L,
ST8SIA1,Human Neurons
ST8SIA2,Human Neurons
ST8SIA3,Human Neurons
ST8SIA4,Human Microglia/Macrophage
ST8SIA5,Human Neurons
ST8SIA6,Human Endothelial
STAB1,Human Microglia/Macrophage
STAB2,
STAC,Human Neurons
STAC2,Human Neurons
STAC3,
STAG1,Human Microglia/Macrophage
STAG2,
STAG3,Human Microglia/Macrophage
STAG3L1,
STAG3L2,
STAG3L3,Human mature astrocytes
STAG3L4,
STAM,
STAM2,
STAMBP,Human Oligodendrocytes
STAMBPL1,Human Microglia/Macrophage
STAP1,
STAP2,
STAR,Human Neurons
STARD10,
STARD13,Human Oligodendrocytes
STARD3,
STARD3NL,Human Neurons
STARD4,Human Microglia/Macrophage
STARD5,Human Microglia/Macrophage
STARD6,
STARD7,
STARD8,Human Endothelial
STARD9,Human Oligodendrocytes
STAT1,
STAT2,
STAT3,
STAT4,Human Neurons
STAT5A,Human Microglia/Macrophage
STAT5B,
STAT6,Human Microglia/Macrophage
STATH,
STAU1,
STAU2,Human Neurons
STBD1,Human Neurons
STC1,Human Endothelial
STC2,Human Endothelial
STEAP1,
STEAP1B,Human Oligodendrocytes
STEAP2,Human Neurons
STEAP3,Human Microglia/Macrophage
STEAP4,
STH,Human mature astrocytes
STH,Human mature astrocytes
STIL,Human Microglia/Macrophage
STIM1,
STIM2,Human mature astrocytes
STIP1,
STK10,Human Microglia/Macrophage
STK11,
STK11IP,
STK16,Human Neurons
STK17A,
STK17B,Human Microglia/Macrophage
STK19,
STK19,
STK19,Human mature astrocytes
STK19,Human Neurons
STK19,
STK19,Human mature astrocytes
STK19,
STK19,Human mature astrocytes
STK19,
STK19,
STK24,
STK25,
STK3,
STK31,
STK32A,Human Oligodendrocytes
STK32B,
STK32C,Human mature astrocytes
STK33,Human mature astrocytes
STK35,
STK36,
STK38,
STK38L,Human Microglia/Macrophage
STK39,Human Oligodendrocytes
STK4,Human Microglia/Macrophage
STK40,Human Microglia/Macrophage
STL,
STMN1,Human Neurons
STMN2,Human Neurons
STMN3,Human Neurons
STMN4,Human Oligodendrocytes
STOM,
STOML1,
STOML2,
STOML3,
STON1,
STON1-GTF2A1L,
STON2,Human mature astrocytes
STOX1,Human mature astrocytes
STOX2,Human Neurons
STRA13,
STRA6,Human Endothelial
STRA8,
STRADA,
STRADB,
STRAP,Human Neurons
STRBP,Human Neurons
STRC,
STRN,Human Oligodendrocytes
STRN3,
STRN4,
STS,Human Neurons
STT3A,
STT3B,
STUB1,Human mature astrocytes
STX10,Human Endothelial
STX11,Human Microglia/Macrophage
STX12,
STX16,
STX16-NPEPL1,
STX18,Human mature astrocytes
STX19,
STX1A,
STX1B,Human Neurons
STX2,
STX3,
STX4,Human Microglia/Macrophage
STX5,
STX6,
STX7,
STX8,
STXBP1,Human Neurons
STXBP2,Human Microglia/Macrophage
STXBP3,Human Oligodendrocytes
STXBP4,
STXBP5,Human Neurons
STXBP5L,Human Neurons
STXBP6,Human Neurons
STYK1,Human Neurons
STYX,
STYXL1,
SUB1,Human Neurons
SUCLA2,Human Neurons
SUCLG1,
SUCLG2,
SUCNR1,Human Microglia/Macrophage
SUDS3,Human Neurons
SUFU,Human mature astrocytes
SUGP1,Human mature astrocytes
SUGP2,
SUGT1,Human Neurons
SUGT1P1,
SUGT1P3,Human Neurons
SULF1,Human Neurons
SULF2,Human Oligodendrocytes
SULT1A1,Human mature astrocytes
SULT1A2,Human Endothelial
SULT1A3,Human Neurons
SULT1A3,Human Neurons
SULT1B1,Human Endothelial
SULT1C2,Human Endothelial
SULT1C2P1,
SULT1C3,
SULT1C4,Human mature astrocytes
SULT1E1,
SULT2A1,
SULT2B1,
SULT4A1,Human Neurons
SULT6B1,
SUMF1,
SUMF2,Human mature astrocytes
SUMO1,Human Neurons
SUMO1P1,
SUMO1P3,
SUMO2,
SUMO3,Human Neurons
SUMO4,Human Microglia/Macrophage
SUN1,
SUN2,
SUN3,Human Neurons
SUN5,
SUOX,Human mature astrocytes
SUPT16H,Human Neurons
SUPT3H,
SUPT4H1,
SUPT5H,
SUPT6H,
SUPT7L,
SUPV3L1,Human Neurons
SURF1,
SURF2,
SURF4,
SURF6,
SUSD1,Human Neurons
SUSD2,
SUSD3,Human Microglia/Macrophage
SUSD4,Human Neurons
SUSD5,
SUV39H1,
SUV39H2,
SUV420H1,
SUV420H2,
SUZ12,
SUZ12P,Human Neurons
SV2A,Human Neurons
SV2B,Human Neurons
SV2C,Human Neurons
SVEP1,
SVIL,Human Endothelial
SVIP,Human Oligodendrocytes
SVOP,Human Neurons
SVOPL,
SWAP70,Human Microglia/Macrophage
SWI5,
SWSAP1,
SWT1,Human Oligodendrocytes
SYAP1,Human Microglia/Macrophage
SYBU,Human Neurons
SYCE1,Human Neurons
SYCE1L,
SYCE2,Human Neurons
SYCE3,Human mature astrocytes
SYCN,
SYCP1,
SYCP2,
SYCP2L,Human Microglia/Macrophage
SYCP3,
SYDE1,Human Endothelial
SYDE2,
SYF2,
SYK,Human Microglia/Macrophage
SYMPK,
SYN1,Human Neurons
SYN2,Human Neurons
SYN3,Human Neurons
SYNC,
SYNCRIP,Human Microglia/Macrophage
SYNDIG1,Human Microglia/Macrophage
SYNDIG1L,Human Neurons
SYNE1,Human mature astrocytes
SYNE2,Human Endothelial
SYNGAP1,
SYNGAP1,
SYNGR1,
SYNGR2,
SYNGR3,Human Neurons
SYNGR4,
SYNJ1,Human Neurons
SYNJ2,Human Oligodendrocytes
SYNJ2BP,
SYNJ2BP-COX16,
SYNM,
SYNPO,Human Endothelial
SYNPO2,
SYNPO2L,Human Microglia/Macrophage
SYNPR,Human Neurons
SYNRG,
SYP,Human Neurons
SYPL1,
SYPL2,Human mature astrocytes
SYS1,
SYS1-DBNDD2,
SYT1,Human Neurons
SYT10,Human Neurons
SYT11,
SYT12,
SYT13,Human Neurons
SYT14,Human Neurons
SYT14L,Human Neurons
SYT15,Human Endothelial
SYT16,Human Neurons
SYT17,
SYT2,Human Neurons
SYT3,Human Neurons
SYT4,Human Neurons
SYT5,Human Neurons
SYT6,
SYT7,
SYT8,
SYT9,
SYTL1,
SYTL2,Human Oligodendrocytes
SYTL3,Human Microglia/Macrophage
SYTL4,Human mature astrocytes
SYTL5,Human Neurons
SYVN1,Human mature astrocytes
SZT2,Human mature astrocytes
T,
TAAR1,
TAAR2,
TAAR3,
TAAR5,
TAAR6,Human Neurons
TAAR8,
TAAR9,
TAB1,Human mature astrocytes
TAB2,Human Microglia/Macrophage
TAB3,
TAC1,Human Neurons
TAC3,Human Neurons
TAC4,
TACC1,
TACC2,Human Neurons
TACC3,Human Endothelial
TACO1,
TACR1,Human Neurons
TACR2,Human Microglia/Macrophage
TACR3,Human Oligodendrocytes
TACSTD2,Human Oligodendrocytes
TADA1,Human Neurons
TADA2A,Human Neurons
TADA2B,
TADA3,Human mature astrocytes
TAF1,
TAF10,
TAF11,
TAF12,
TAF13,
TAF15,
TAF1A,
TAF1B,Human Neurons
TAF1C,Human Neurons
TAF1D,Human Neurons
TAF1L,
TAF2,
TAF3,
TAF4,
TAF4B,Human Neurons
TAF5,Human Neurons
TAF5L,Human Microglia/Macrophage
TAF6,
TAF6L,
TAF7,
TAF7L,Human Neurons
TAF8,
TAF9,Human Neurons
TAF9B,Human Neurons
TAG,
TAGAP,Human Microglia/Macrophage
TAGLN,Human Endothelial
TAGLN2,Human Endothelial
TAGLN3,Human Neurons
tAKR,
TAL1,Human Microglia/Macrophage
TAL2,Human Oligodendrocytes
TALDO1,Human Oligodendrocytes
TAMM41,Human Neurons
TANC1,
TANC2,Human Neurons
TANK,
TAOK1,
TAOK2,
TAOK3,
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP1,Human Endothelial
TAP2,
TAP2,
TAP2,
TAP2,
TAP2,
TAP2,
TAP2,
TAP2,
TAPBP,
TAPBP,
TAPBP,
TAPBP,
TAPBP,
TAPBPL,Human mature astrocytes
TAPT1,
TARBP1,Human Neurons
TARBP2,Human mature astrocytes
TARDBP,
TARM1,
TARP,Human Endothelial
TARS,
TARS2,
TARSL2,Human Oligodendrocytes
TAS1R1,
TAS1R2,
TAS1R3,
TAS2R1,Human Neurons
TAS2R10,Human Neurons
TAS2R13,Human Neurons
TAS2R14,Human Neurons
TAS2R16,Human Neurons
TAS2R19,
TAS2R20,Human Neurons
TAS2R3,Human Neurons
TAS2R30,
TAS2R31,
TAS2R38,
TAS2R39,Human Oligodendrocytes
TAS2R4,Human Neurons
TAS2R40,Human Oligodendrocytes
TAS2R41,Human Endothelial
TAS2R42,
TAS2R43,Human Endothelial
TAS2R46,Human Neurons
TAS2R5,
TAS2R50,Human Neurons
TAS2R60,
TAS2R7,
TAS2R8,
TAS2R9,Human Oligodendrocytes
TASP1,Human Neurons
TAT,
TATDN1,
TATDN2,Human Microglia/Macrophage
